id,Caracteristica asignada,Justificación
3371,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3372,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3373,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3374,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3375,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3376,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3377,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3378,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3379,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3380,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3381,Cobertura de contexto,El problema describe una funcionalidad que falla en unas versiones pero en otras no.
3382,Eficacia,"La imposibilidad de anular una factura errónea impide que el personal de admisión logre su objetivo de corregir y mantener la exactitud de los registros financieros, afectando la completitud de la gestión administrativa."
3383,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3384,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3385,Eficacia,El sistema falla en la completitud de la información al no integrar los datos del laboratorio. 
3386,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3387,Eficacia,"El fallo en el reconocimiento del convenio impide que el paciente alcance su objetivo de procesar su atención con la cobertura médica correspondiente, anulando la precisión y el éxito del trámite de admisión."
3388,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3389,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3390,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3391,Eficiencia,"Hay un mal manejo del recurso del tiempo, causando un retraso en las actividades del personal"
3392,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3393,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3394,Satisfacción,Esta situación resultará en la frustración de ambas partes y el abandono del sistema
3395,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3396,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3397,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3398,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3399,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3400,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3401,Ausencia de riesgo,"La intermitencia en el acceso biométrico vulnera la fiabilidad de la autenticación del paciente, generando un riesgo directo de seguridad y exponiendo información médica confidencial a posibles accesos no autorizados."
3402,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3403,Eficacia,"El sistema falla en la precisión de la transacción, ya que el pago realizado no se registra. Esto impide que el paciente alcance el objetivo de confirmar exitosamente su consulta."
3404,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3405,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3406,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3407,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3408,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3409,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3410,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3411,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3412,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3413,Ausencia de riesgo,Se vulnera la privacidad del paciente al acceder a sus datos sin autorización
3414,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3415,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3416,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3417,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3418,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3419,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3420,Eficiencia,"Hay un mal manejo del recurso del tiempo, al demorar mucho en el guardado"
3421,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3422,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3423,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3424,Eficacia,"El sistema falla en la precisión de la transacción, ya que el pago realizado no se registra. Esto impide que el paciente alcance el objetivo de confirmar exitosamente su consulta."
3425,Eficacia,"La imposibilidad de buscar por texto impide que el personal encuentre y asigne el código CIE-10 con la precisión requerida, obstaculizando la completitud del registro clínico."
3426,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3427,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3428,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3429,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3430,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3431,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3432,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
3433,Eficacia,"El sistema falla en la precisión de la transacción, ya que el pago realizado no se registra. Esto impide que el paciente alcance el objetivo de confirmar exitosamente su consulta."
